01059,North Amherst,Massachusetts,MA,Hampshire,42.4104,-72.5309
01060,Northampton,Massachusetts,MA,Hampshire,42.3223,-72.6313
01061,Northampton,Massachusetts,MA,Hampshire,42.3696,-72.636
01062,Florence,Massachusetts,MA,Hampshire,42.3219,-72.6928
01063,Northampton,Massachusetts,MA,Hampshire,42.3179,-72.6402
01066,North Hatfield,Massachusetts,MA,Hampshire,42.4067,-72.6339
01068,Oakham,Massachusetts,MA,Worcester,42.348,-72.0513
01069,Palmer,Massachusetts,MA,Hampden,42.1762,-72.3288
01070,Plainfield,Massachusetts,MA,Hampshire,42.5144,-72.9183
01071,Russell,Massachusetts,MA,Hampden,42.1471,-72.8403
01072,Shutesbury,Massachusetts,MA,Franklin,42.482,-72.4213
01073,Southampton,Massachusetts,MA,Hampshire,42.2247,-72.7194
01074,South Barre,Massachusetts,MA,Worcester,42.3854,-72.0954
01075,South Hadley,Massachusetts,MA,Hampshire,42.2375,-72.5811
01077,Southwick,Massachusetts,MA,Hampden,42.0511,-72.7706
01079,Thorndike,Massachusetts,MA,Hampden,42.1929,-72.3296
01080,Three Rivers,Massachusetts,MA,Hampden,42.1819,-72.3624
01081,Wales,Massachusetts,MA,Hampden,42.0627,-72.2046
01082,Ware,Massachusetts,MA,Hampshire,42.2618,-72.2583
01083,Warren,Massachusetts,MA,Worcester,42.204,-72.1994
01084,West Chesterfield,Massachusetts,MA,Hampshire,42.3903,-72.8709
01085,Westfield,Massachusetts,MA,Hampden,42.1251,-72.7495
01086,Westfield,Massachusetts,MA,Hampden,42.1734,-72.848
01088,West Hatfield,Massachusetts,MA,Hampshire,42.3906,-72.6469
01089,West Springfield,Massachusetts,MA,Hampden,42.1151,-72.6411
01090,West Springfield,Massachusetts,MA,Hampden,42.1707,-72.6048
01092,West Warren,Massachusetts,MA,Worcester,42.2029,-72.229
01093,Whately,Massachusetts,MA,Franklin,42.4427,-72.6525
01094,Wheelwright,Massachusetts,MA,Worcester,42.3582,-72.1408
01095,Wilbraham,Massachusetts,MA,Hampden,42.1245,-72.4464
01096,Williamsburg,Massachusetts,MA,Hampshire,42.4085,-72.778
01097,Woronoco,Massachusetts,MA,Hampden,42.164,-72.8295
01098,Worthington,Massachusetts,MA,Hampshire,42.3843,-72.9314
01101,Springfield,Massachusetts,MA,Hampden,42.1015,-72.5898
01102,Springfield,Massachusetts,MA,Hampden,42.1707,-72.6048
01103,Springfield,Massachusetts,MA,Hampden,42.1029,-72.5887
01104,Springfield,Massachusetts,MA,Hampden,42.1288,-72.5778
01105,Springfield,Massachusetts,MA,Hampden,42.0999,-72.5783
01106,Longmeadow,Massachusetts,MA,Hampden,42.0507,-72.5676
01107,Springfield,Massachusetts,MA,Hampden,42.1179,-72.6065
01108,Springfield,Massachusetts,MA,Hampden,42.0853,-72.5584
01109,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543
01111,Springfield,Massachusetts,MA,Hampden,42.1707,-72.6048
01115,Springfield,Massachusetts,MA,Hampden,42.1029,-72.5916
01116,Longmeadow,Massachusetts,MA,Hampden,42.1707,-72.6048
01118,Springfield,Massachusetts,MA,Hampden,42.0929,-72.5274
01119,Springfield,Massachusetts,MA,Hampden,42.1247,-72.5121
01128,Springfield,Massachusetts,MA,Hampden,42.0944,-72.4889
01129,Springfield,Massachusetts,MA,Hampden,42.1223,-72.4876
01138,Springfield,Massachusetts,MA,Hampden,42.1707,-72.6048
01139,Springfield,Massachusetts,MA,Hampden,42.1707,-72.6048
01144,Springfield,Massachusetts,MA,Hampden,42.1018,-72.5915
01151,Indian Orchard,Massachusetts,MA,Hampden,42.1532,-72.505
01152,Springfield,Massachusetts,MA,Hampden,42.1707,-72.6048
01199,Springfield,Massachusetts,MA,Hampden,42.1199,-72.605
01201,Pittsfield,Massachusetts,MA,Berkshire,42.4531,-73.2471
01202,Pittsfield,Massachusetts,MA,Berkshire,42.3929,-73.2285
01203,Pittsfield,Massachusetts,MA,Berkshire,42.3929,-73.2285
01220,Adams,Massachusetts,MA,Berkshire,42.6223,-73.1172
01222,Ashley Falls,Massachusetts,MA,Berkshire,42.0596,-73.3202
01223,Becket,Massachusetts,MA,Berkshire,42.3594,-73.1203
01224,Berkshire,Massachusetts,MA,Berkshire,42.5126,-73.1929
01225,Cheshire,Massachusetts,MA,Berkshire,42.5611,-73.158
01226,Dalton,Massachusetts,MA,Berkshire,42.475,-73.1603
01227,Dalton,Massachusetts,MA,Berkshire,42.4737,-73.1662
01229,Glendale,Massachusetts,MA,Berkshire,42.2793,-73.3435
01230,Great Barrington,Massachusetts,MA,Berkshire,42.1959,-73.3607
01235,Hinsdale,Massachusetts,MA,Berkshire,42.4298,-73.0724
01236,Housatonic,Massachusetts,MA,Berkshire,42.2653,-73.3745
01237,Lanesborough,Massachusetts,MA,Berkshire,42.5173,-73.2282
01238,Lee,Massachusetts,MA,Berkshire,42.299,-73.2317
01240,Lenox,Massachusetts,MA,Berkshire,42.3642,-73.2713
01242,Lenox Dale,Massachusetts,MA,Berkshire,42.3386,-73.2509
01243,Middlefield,Massachusetts,MA,Hampshire,42.3561,-73.0104
01244,Mill River,Massachusetts,MA,Berkshire,42.1228,-73.254
01245,Monterey,Massachusetts,MA,Berkshire,42.1867,-73.2065
01247,North Adams,Massachusetts,MA,Berkshire,42.6955,-73.08
01252,North Egremont,Massachusetts,MA,Berkshire,42.1986,-73.4462
01253,Otis,Massachusetts,MA,Berkshire,42.1931,-73.0918
01254,Richmond,Massachusetts,MA,Berkshire,42.3784,-73.3645
01255,Sandisfield,Massachusetts,MA,Berkshire,42.1094,-73.1163
01256,Savoy,Massachusetts,MA,Berkshire,42.577,-73.0233
01257,Sheffield,Massachusetts,MA,Berkshire,42.1001,-73.3611
01258,South Egremont,Massachusetts,MA,Berkshire,42.1012,-73.4566
01259,Southfield,Massachusetts,MA,Berkshire,42.078,-73.2609
01260,South Lee,Massachusetts,MA,Berkshire,42.2779,-73.2773
01262,Stockbridge,Massachusetts,MA,Berkshire,42.301,-73.3223
01263,Stockbridge,Massachusetts,MA,Berkshire,42.3929,-73.2285
01264,Tyringham,Massachusetts,MA,Berkshire,42.22,-73.1979
01266,West Stockbridge,Massachusetts,MA,Berkshire,42.3348,-73.3825
01267,Williamstown,Massachusetts,MA,Berkshire,42.7089,-73.2036
01270,Windsor,Massachusetts,MA,Berkshire,42.515,-73.0412
01301,Greenfield,Massachusetts,MA,Franklin,42.6013,-72.6236
01302,Greenfield,Massachusetts,MA,Franklin,42.5222,-72.6242
01330,Ashfield,Massachusetts,MA,Franklin,42.5232,-72.811
01331,Athol,Massachusetts,MA,Worcester,42.5959,-72.2267
01337,Bernardston,Massachusetts,MA,Franklin,42.6952,-72.5772
01338,Buckland,Massachusetts,MA,Franklin,42.5736,-72.8213
01339,Charlemont,Massachusetts,MA,Franklin,42.608,-72.8901
01340,Colrain,Massachusetts,MA,Franklin,42.679,-72.7265
01341,Conway,Massachusetts,MA,Franklin,42.5138,-72.7025
01342,Deerfield,Massachusetts,MA,Franklin,42.5406,-72.6072
01343,Drury,Massachusetts,MA,Berkshire,42.6427,-72.9862
01344,Erving,Massachusetts,MA,Franklin,42.6076,-72.4292
01346,Heath,Massachusetts,MA,Franklin,42.6853,-72.8391
01347,Lake Pleasant,Massachusetts,MA,Franklin,42.5566,-72.5181
01349,Millers Falls,Massachusetts,MA,Franklin,42.582,-72.4926
01350,Monroe Bridge,Massachusetts,MA,Franklin,42.7215,-72.9762
01351,Montague,Massachusetts,MA,Franklin,42.5429,-72.5328
01354,Gill,Massachusetts,MA,Franklin,42.6404,-72.4995
01355,New Salem,Massachusetts,MA,Franklin,42.5146,-72.3062
01360,Northfield,Massachusetts,MA,Franklin,42.6887,-72.451
01364,Orange,Massachusetts,MA,Franklin,42.6129,-72.2924
01366,Petersham,Massachusetts,MA,Worcester,42.4898,-72.1893
01367,Rowe,Massachusetts,MA,Franklin,42.6953,-72.9258
01368,Royalston,Massachusetts,MA,Worcester,42.6722,-72.1964
01370,Shelburne Falls,Massachusetts,MA,Franklin,42.6022,-72.7391
01373,South Deerfield,Massachusetts,MA,Franklin,42.4756,-72.6153
01375,Sunderland,Massachusetts,MA,Franklin,42.4539,-72.5676
01376,Turners Falls,Massachusetts,MA,Franklin,42.5954,-72.5557
01378,Warwick,Massachusetts,MA,Franklin,42.6671,-72.3397
01379,Wendell,Massachusetts,MA,Franklin,42.5656,-72.4009
01380,Wendell Depot,Massachusetts,MA,Franklin,42.5534,-72.3927
01420,Fitchburg,Massachusetts,MA,Worcester,42.5796,-71.8031
01430,Ashburnham,Massachusetts,MA,Worcester,42.6496,-71.9267
01431,Ashby,Massachusetts,MA,Middlesex,42.6745,-71.8174
01432,Ayer,Massachusetts,MA,Middlesex,42.5591,-71.5788
01434,Devens,Massachusetts,MA,Worcester,42.5385,-71.6115
01436,Baldwinville,Massachusetts,MA,Worcester,42.5936,-72.0646
01438,East Templeton,Massachusetts,MA,Worcester,42.5631,-72.037
01440,Gardner,Massachusetts,MA,Worcester,42.574,-71.9898
01441,Westminster,Massachusetts,MA,Worcester,42.5459,-71.9106
01450,Groton,Massachusetts,MA,Middlesex,42.6124,-71.5584
01451,Harvard,Massachusetts,MA,Worcester,42.4986,-71.5753
01452,Hubbardston,Massachusetts,MA,Worcester,42.4865,-72.0012
01453,Leominster,Massachusetts,MA,Worcester,42.5274,-71.7563
01460,Littleton,Massachusetts,MA,Middlesex,42.5401,-71.4877
01462,Lunenburg,Massachusetts,MA,Worcester,42.5884,-71.7266
01463,Pepperell,Massachusetts,MA,Middlesex,42.6689,-71.5934
01464,Shirley,Massachusetts,MA,Middlesex,42.5734,-71.6483
01467,Still River,Massachusetts,MA,Worcester,42.4871,-71.6131
01468,Templeton,Massachusetts,MA,Worcester,42.546,-72.065
01469,Townsend,Massachusetts,MA,Middlesex,42.6525,-71.6896
01470,Groton,Massachusetts,MA,Middlesex,42.6112,-71.5745
01471,Groton,Massachusetts,MA,Middlesex,42.6112,-71.5745
01472,West Groton,Massachusetts,MA,Middlesex,42.6043,-71.6273
01473,Westminster,Massachusetts,MA,Worcester,42.5483,-71.9096
01474,West Townsend,Massachusetts,MA,Middlesex,42.6678,-71.7522
01475,Winchendon,Massachusetts,MA,Worcester,42.6789,-72.0475
01501,Auburn,Massachusetts,MA,Worcester,42.2055,-71.8391
01503,Berlin,Massachusetts,MA,Worcester,42.3844,-71.6356
01504,Blackstone,Massachusetts,MA,Worcester,42.0287,-71.5269
01505,Boylston,Massachusetts,MA,Worcester,42.3377,-71.731
01506,Brookfield,Massachusetts,MA,Worcester,42.1991,-72.0989
01507,Charlton,Massachusetts,MA,Worcester,42.1379,-71.9664
01508,Charlton City,Massachusetts,MA,Worcester,42.1459,-71.9884
01509,Charlton Depot,Massachusetts,MA,Worcester,42.1731,-71.9787
01510,Clinton,Massachusetts,MA,Worcester,42.4181,-71.6828
01515,East Brookfield,Massachusetts,MA,Worcester,42.2193,-72.0481
01516,Douglas,Massachusetts,MA,Worcester,42.0528,-71.7509
01518,Fiskdale,Massachusetts,MA,Worcester,42.1228,-72.1178
01519,Grafton,Massachusetts,MA,Worcester,42.2004,-71.6868
01520,Holden,Massachusetts,MA,Worcester,42.342,-71.8414
01521,Holland,Massachusetts,MA,Hampden,42.0403,-72.1544
01522,Jefferson,Massachusetts,MA,Worcester,42.3755,-71.8706
01523,Lancaster,Massachusetts,MA,Worcester,42.451,-71.6868
01524,Leicester,Massachusetts,MA,Worcester,42.237,-71.9188
01525,Linwood,Massachusetts,MA,Worcester,42.0973,-71.6448
01526,Manchaug,Massachusetts,MA,Worcester,42.0945,-71.7476
01527,Millbury,Massachusetts,MA,Worcester,42.1968,-71.7644
01529,Millville,Massachusetts,MA,Worcester,42.0331,-71.5798
01531,New Braintree,Massachusetts,MA,Worcester,42.3198,-72.1306
01532,Northborough,Massachusetts,MA,Worcester,42.3182,-71.6464
01534,Northbridge,Massachusetts,MA,Worcester,42.1494,-71.6564
01535,North Brookfield,Massachusetts,MA,Worcester,42.2665,-72.0821
01536,North Grafton,Massachusetts,MA,Worcester,42.2297,-71.7037
01537,North Oxford,Massachusetts,MA,Worcester,42.1655,-71.886
01538,North Uxbridge,Massachusetts,MA,Worcester,42.0876,-71.6412
01540,Oxford,Massachusetts,MA,Worcester,42.1129,-71.8687
01541,Princeton,Massachusetts,MA,Worcester,42.4508,-71.8762
01542,Rochdale,Massachusetts,MA,Worcester,42.1997,-71.9069
01543,Rutland,Massachusetts,MA,Worcester,42.3762,-71.949
01545,Shrewsbury,Massachusetts,MA,Worcester,42.2848,-71.7205
01546,Shrewsbury,Massachusetts,MA,Worcester,42.3648,-71.8969
01550,Southbridge,Massachusetts,MA,Worcester,42.075,-72.0353
01560,South Grafton,Massachusetts,MA,Worcester,42.176,-71.6927
01561,South Lancaster,Massachusetts,MA,Worcester,42.4435,-71.6861
01562,Spencer,Massachusetts,MA,Worcester,42.2441,-71.9906
01564,Sterling,Massachusetts,MA,Worcester,42.4354,-71.7752
01566,Sturbridge,Massachusetts,MA,Worcester,42.1126,-72.0842
01568,Upton,Massachusetts,MA,Worcester,42.1756,-71.6032
01569,Uxbridge,Massachusetts,MA,Worcester,42.0744,-71.6329
01570,Webster,Massachusetts,MA,Worcester,42.0521,-71.8486
01571,Dudley,Massachusetts,MA,Worcester,42.0489,-71.8932
01581,Westborough,Massachusetts,MA,Worcester,42.2679,-71.6176
01583,West Boylston,Massachusetts,MA,Worcester,42.3584,-71.7838
01585,West Brookfield,Massachusetts,MA,Worcester,42.2441,-72.1511
01586,West Millbury,Massachusetts,MA,Worcester,42.1712,-71.8037
01588,Whitinsville,Massachusetts,MA,Worcester,42.1153,-71.6644
01590,Sutton,Massachusetts,MA,Worcester,42.1266,-71.7552
01601,Worcester,Massachusetts,MA,Worcester,42.2626,-71.8023
01602,Worcester,Massachusetts,MA,Worcester,42.2703,-71.8417
01603,Worcester,Massachusetts,MA,Worcester,42.245,-71.838
01604,Worcester,Massachusetts,MA,Worcester,42.2541,-71.7746
01605,Worcester,Massachusetts,MA,Worcester,42.2894,-71.7888
01606,Worcester,Massachusetts,MA,Worcester,42.311,-71.7958
01607,Worcester,Massachusetts,MA,Worcester,42.2303,-71.7938
01608,Worcester,Massachusetts,MA,Worcester,42.2624,-71.8003
01609,Worcester,Massachusetts,MA,Worcester,42.2826,-71.8277
01610,Worcester,Massachusetts,MA,Worcester,42.2492,-71.8108
01611,Cherry Valley,Massachusetts,MA,Worcester,42.2373,-71.875
01612,Paxton,Massachusetts,MA,Worcester,42.3066,-71.9202
01613,Worcester,Massachusetts,MA,Worcester,42.2933,-71.802
01614,Worcester,Massachusetts,MA,Worcester,42.2626,-71.8023
01615,Worcester,Massachusetts,MA,Worcester,42.2626,-71.8023
01653,Worcester,Massachusetts,MA,Worcester,42.3648,-71.8969
01655,Worcester,Massachusetts,MA,Worcester,42.3648,-71.8969
01701,Framingham,Massachusetts,MA,Middlesex,42.3007,-71.4255
01702,Framingham,Massachusetts,MA,Middlesex,42.2822,-71.4339
01703,Framingham,Massachusetts,MA,Middlesex,42.4464,-71.4594
01704,Framingham,Massachusetts,MA,Middlesex,42.4464,-71.4594
01705,Framingham,Massachusetts,MA,Middlesex,42.4464,-71.4594
01718,Acton,Massachusetts,MA,Middlesex,42.4851,-71.4328
01719,Boxborough,Massachusetts,MA,Middlesex,42.4884,-71.5178
01720,Acton,Massachusetts,MA,Middlesex,42.4751,-71.4483
01721,Ashland,Massachusetts,MA,Middlesex,42.2539,-71.4583
01730,Bedford,Massachusetts,MA,Middlesex,42.4843,-71.2768
01731,Hanscom Afb,Massachusetts,MA,Middlesex,42.4567,-71.2795
01740,Bolton,Massachusetts,MA,Worcester,42.4365,-71.6076
01741,Carlisle,Massachusetts,MA,Middlesex,42.5286,-71.3519
01742,Concord,Massachusetts,MA,Middlesex,42.4567,-71.3747
01745,Fayville,Massachusetts,MA,Worcester,42.2934,-71.5028
01746,Holliston,Massachusetts,MA,Middlesex,42.2026,-71.4361
01747,Hopedale,Massachusetts,MA,Worcester,42.1268,-71.5376
01748,Hopkinton,Massachusetts,MA,Middlesex,42.219,-71.5302
01749,Hudson,Massachusetts,MA,Middlesex,42.3918,-71.5609
01752,Marlborough,Massachusetts,MA,Middlesex,42.3509,-71.5434
01754,Maynard,Massachusetts,MA,Middlesex,42.4321,-71.455
01756,Mendon,Massachusetts,MA,Worcester,42.0967,-71.5499
01757,Milford,Massachusetts,MA,Worcester,42.1511,-71.5274
01760,Natick,Massachusetts,MA,Middlesex,42.2875,-71.3574
01770,Sherborn,Massachusetts,MA,Middlesex,42.2331,-71.3787
01772,Southborough,Massachusetts,MA,Worcester,42.2939,-71.532
01773,Lincoln,Massachusetts,MA,Middlesex,42.4217,-71.3137
01775,Stow,Massachusetts,MA,Middlesex,42.4308,-71.515
01776,Sudbury,Massachusetts,MA,Middlesex,42.3837,-71.4282
01778,Wayland,Massachusetts,MA,Middlesex,42.3486,-71.3588
01784,Woodville,Massachusetts,MA,Middlesex,42.2376,-71.562
01801,Woburn,Massachusetts,MA,Middlesex,42.4829,-71.1574
01803,Burlington,Massachusetts,MA,Middlesex,42.5089,-71.2004
01805,Burlington,Massachusetts,MA,Middlesex,42.5048,-71.1956
01810,Andover,Massachusetts,MA,Essex,42.6496,-71.1565
01812,Andover,Massachusetts,MA,Essex,42.6472,-71.1842
01813,Woburn,Massachusetts,MA,Middlesex,42.4793,-71.1523
01815,Woburn,Massachusetts,MA,Middlesex,42.4793,-71.1523
01821,Billerica,Massachusetts,MA,Middlesex,42.5519,-71.2518
01822,Billerica,Massachusetts,MA,Middlesex,42.5584,-71.2689
01824,Chelmsford,Massachusetts,MA,Middlesex,42.5911,-71.3556
01826,Dracut,Massachusetts,MA,Middlesex,42.6764,-71.3186
01827,Dunstable,Massachusetts,MA,Middlesex,42.6739,-71.4952
01830,Haverhill,Massachusetts,MA,Essex,42.7856,-71.0721
01831,Haverhill,Massachusetts,MA,Essex,42.7711,-71.1221
01832,Haverhill,Massachusetts,MA,Essex,42.7792,-71.1095
01833,Georgetown,Massachusetts,MA,Essex,42.7281,-70.9822
01834,Groveland,Massachusetts,MA,Essex,42.753,-71.027
01835,Haverhill,Massachusetts,MA,Essex,42.7528,-71.0843
01840,Lawrence,Massachusetts,MA,Essex,42.708,-71.1638
01841,Lawrence,Massachusetts,MA,Essex,42.7115,-71.167
01842,Lawrence,Massachusetts,MA,Essex,42.707,-71.1631
01843,Lawrence,Massachusetts,MA,Essex,42.6911,-71.1605
01844,Methuen,Massachusetts,MA,Essex,42.728,-71.181
01845,North Andover,Massachusetts,MA,Essex,42.6826,-71.109
01850,Lowell,Massachusetts,MA,Middlesex,42.656,-71.3051
01851,Lowell,Massachusetts,MA,Middlesex,42.6315,-71.3329
01852,Lowell,Massachusetts,MA,Middlesex,42.6344,-71.2983
01853,Lowell,Massachusetts,MA,Middlesex,42.6334,-71.3162
01854,Lowell,Massachusetts,MA,Middlesex,42.6493,-71.3355
01860,Merrimac,Massachusetts,MA,Essex,42.8346,-71.0047
01862,North Billerica,Massachusetts,MA,Middlesex,42.5757,-71.2902
01863,North Chelmsford,Massachusetts,MA,Middlesex,42.6347,-71.3908
01864,North Reading,Massachusetts,MA,Middlesex,42.5819,-71.0947
01865,Nutting Lake,Massachusetts,MA,Middlesex,42.5379,-71.2689
01866,Pinehurst,Massachusetts,MA,Middlesex,42.5293,-71.2281
01867,Reading,Massachusetts,MA,Middlesex,42.528,-71.109
01876,Tewksbury,Massachusetts,MA,Middlesex,42.6028,-71.2232
01879,Tyngsboro,Massachusetts,MA,Middlesex,42.6724,-71.4158
01880,Wakefield,Massachusetts,MA,Middlesex,42.5009,-71.0685
01885,West Boxford,Massachusetts,MA,Essex,42.707,-71.0639
01886,Westford,Massachusetts,MA,Middlesex,42.5864,-71.4401
01887,Wilmington,Massachusetts,MA,Middlesex,42.5581,-71.1723
01888,Woburn,Massachusetts,MA,Middlesex,42.4793,-71.1523
01889,North Reading,Massachusetts,MA,Middlesex,42.5716,-71.1096
01890,Winchester,Massachusetts,MA,Middlesex,42.453,-71.1441
01899,Andover,Massachusetts,MA,Essex,42.6584,-71.137
01901,Lynn,Massachusetts,MA,Essex,42.4612,-70.9467
01902,Lynn,Massachusetts,MA,Essex,42.4698,-70.942
01903,Lynn,Massachusetts,MA,Essex,42.4668,-70.9495
01904,Lynn,Massachusetts,MA,Essex,42.4889,-70.9647
01905,Lynn,Massachusetts,MA,Essex,42.4694,-70.9728
01906,Saugus,Massachusetts,MA,Essex,42.4633,-71.0111
01907,Swampscott,Massachusetts,MA,Essex,42.4746,-70.9098
01908,Nahant,Massachusetts,MA,Essex,42.4261,-70.9277
01910,Lynn,Massachusetts,MA,Essex,42.4548,-70.9747
01913,Amesbury,Massachusetts,MA,Essex,42.8559,-70.9367
01915,Beverly,Massachusetts,MA,Essex,42.5608,-70.8759
01921,Boxford,Massachusetts,MA,Essex,42.6797,-71.0114
01922,Byfield,Massachusetts,MA,Essex,42.7568,-70.9351
01923,Danvers,Massachusetts,MA,Essex,42.5694,-70.9425
01929,Essex,Massachusetts,MA,Essex,42.6286,-70.7828
01930,Gloucester,Massachusetts,MA,Essex,42.6208,-70.6721
01931,Gloucester,Massachusetts,MA,Essex,42.6159,-70.662
01936,Hamilton,Massachusetts,MA,Essex,42.6354,-70.8791
01937,Hathorne,Massachusetts,MA,Essex,42.6354,-70.8791
01938,Ipswich,Massachusetts,MA,Essex,42.6809,-70.8494
01940,Lynnfield,Massachusetts,MA,Essex,42.5327,-71.0339
01944,Manchester,Massachusetts,MA,Essex,42.5796,-70.7674
01945,Marblehead,Massachusetts,MA,Essex,42.4984,-70.8653
01949,Middleton,Massachusetts,MA,Essex,42.5942,-71.013
01950,Newburyport,Massachusetts,MA,Essex,42.813,-70.8847
01951,Newbury,Massachusetts,MA,Essex,42.7835,-70.8474
01952,Salisbury,Massachusetts,MA,Essex,42.8507,-70.8588
01960,Peabody,Massachusetts,MA,Essex,42.5326,-70.9612
01961,Peabody,Massachusetts,MA,Essex,42.6354,-70.8791
01965,Prides Crossing,Massachusetts,MA,Essex,42.5581,-70.8257
01966,Rockport,Massachusetts,MA,Essex,42.658,-70.6194
01969,Rowley,Massachusetts,MA,Essex,42.7138,-70.907
01970,Salem,Massachusetts,MA,Essex,42.5151,-70.9003
01971,Salem,Massachusetts,MA,Essex,42.6354,-70.8791
01982,South Hamilton,Massachusetts,MA,Essex,42.6185,-70.8561
01983,Topsfield,Massachusetts,MA,Essex,42.6415,-70.9488
01984,Wenham,Massachusetts,MA,Essex,42.6017,-70.8786
01985,West Newbury,Massachusetts,MA,Essex,42.7949,-70.9778
02018,Accord,Massachusetts,MA,Plymouth,42.1745,-70.8837
02019,Bellingham,Massachusetts,MA,Norfolk,42.0746,-71.4768
02020,Brant Rock,Massachusetts,MA,Plymouth,42.0818,-70.6439
02021,Canton,Massachusetts,MA,Norfolk,42.1645,-71.1355
02025,Cohasset,Massachusetts,MA,Norfolk,42.2395,-70.8128
02026,Dedham,Massachusetts,MA,Norfolk,42.2437,-71.1637
02027,Dedham,Massachusetts,MA,Norfolk,42.18,-71.0892
02030,Dover,Massachusetts,MA,Norfolk,42.2362,-71.2854
02032,East Walpole,Massachusetts,MA,Norfolk,42.1532,-71.2179
02035,Foxboro,Massachusetts,MA,Norfolk,42.0649,-71.2441
02038,Franklin,Massachusetts,MA,Norfolk,42.0935,-71.4058
02040,Greenbush,Massachusetts,MA,Plymouth,42.1793,-70.7495
02041,Green Harbor,Massachusetts,MA,Plymouth,42.0696,-70.6491
02043,Hingham,Massachusetts,MA,Plymouth,42.2245,-70.8911
02044,Hingham,Massachusetts,MA,Plymouth,42.2418,-70.8898
02045,Hull,Massachusetts,MA,Plymouth,42.2853,-70.8754
02047,Humarock,Massachusetts,MA,Plymouth,42.1428,-70.6935
02048,Mansfield,Massachusetts,MA,Bristol,42.0212,-71.2178
02050,Marshfield,Massachusetts,MA,Plymouth,42.1062,-70.6993
02051,Marshfield Hills,Massachusetts,MA,Plymouth,42.1512,-70.7341
02052,Medfield,Massachusetts,MA,Norfolk,42.1845,-71.3048
02053,Medway,Massachusetts,MA,Norfolk,42.1514,-71.4217
02054,Millis,Massachusetts,MA,Norfolk,42.1669,-71.3607
02055,Minot,Massachusetts,MA,Plymouth,42.2404,-70.762
02056,Norfolk,Massachusetts,MA,Norfolk,42.1177,-71.3269
02059,North Marshfield,Massachusetts,MA,Plymouth,42.1432,-70.7703
02060,North Scituate,Massachusetts,MA,Plymouth,42.219,-70.7856
02061,Norwell,Massachusetts,MA,Plymouth,42.1596,-70.8217
02062,Norwood,Massachusetts,MA,Norfolk,42.1868,-71.2033
02065,Ocean Bluff,Massachusetts,MA,Plymouth,42.0972,-70.6516
02066,Scituate,Massachusetts,MA,Plymouth,42.2032,-70.7525
02067,Sharon,Massachusetts,MA,Norfolk,42.1094,-71.1759
02070,Sheldonville,Massachusetts,MA,Norfolk,42.0348,-71.387
